"caso_id","llamado_fecha_hora","llamado_provincia","llamante_edad","llamante_genero","llamante_vinculo","caso_judicializado","hecho_lugar","victima_a_resguardo","victima_edad","victima_genero","victima_nacionalidad","victima_vinculo_agresor","victima_discapacidad","victima_convive_agresor","vs_violacion_via_vaginal","vs_violacion_via_anal","vs_violacion_via_oral","vs_tentativa_violacion","vs_tocamiento_sexual","vs_intento_tocamiento","vs_Intento_violación_tercera_persona","vs_grooming","vs_exhibicionismo","vs_amenazas_verbales_contenido_sexual","vs_explotacion_sexual","vs_explotacion_sexual_comercial","vs_explotacion_sexual_viajes_turismo","vs_sospecha_trata_personas_fines_sexuales","vs_existencia_facilitador_corrupcion_nnya","vs_obligacion_sacarse_fotos_pornograficas","vs_eyaculacion_partes_cuerpo","vs_acoso_sexual","vs_iniciacion_sexual_forzada_inducida","vs_otra_forma_violencia_sexual","vs_no_sabe_no_contesta","ofv_sentimiento_amenaza","ofv_amenaza_explicita","ofv_violencia_fisica","ofv_intento_ahorcar","ofv_intento_quemar","ofv_intento_ahogar","ofv_amenaza_muerte","ofv_uso_sustancias_psicoactivas","ofv_intento_privacion_libertad","ofv_privacion_libertad","ofv_uso_arma_blanca","ofv_uso_arma_fuego","ofv_enganio_seduccion","ofv_intento_matar","ofv_uso_animal_victimizar","ofv_grooming","ofv_otra_forma_violencia","ofv_no_sabe_no_contesta","llamado_provincia_id"
"67196","2021-03-01 18:00:00","CABA","Sin dato","Femenino","Comisaría","SI","Vivienda del Agresor","SI","11","Femenino","Argentina","Abuelo","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"67197","2021-03-01 20:30:00","Buenos Aires","17","Femenino","Víctima","NO","Vivienda del Agresor","SI","17","Femenino","Argentina","Tío","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"67198","2021-03-01 22:00:00","Buenos Aires","Sin dato","Femenino","Comisaría","SI","Vivienda del Agresor","SI","16","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"67199","2021-03-01 10:20:00","Buenos Aires","35","Femenino","Familiar","NO","NS/NC","SI","12","Femenino","Argentina","Otro pariente","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"67200","2021-03-01 21:55:00","Buenos Aires","Sin dato","Femenino","Comisaría","SI","Comercio","SI","32","Femenino","Paraguaya","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"67201","2021-03-01 05:20:00","Santa Fe","19","Femenino","Víctima","NO","Vivienda de la Víctima","SI","7","Femenino","Argentina","Tío","NS/NC","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67201","2021-03-01 05:20:00","Santa Fe","19","Femenino","Víctima","NO","Vivienda de la Víctima","SI","19","Femenino","Argentina","Tío","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","82"
"67201","2021-03-01 05:20:00","Santa Fe","19","Femenino","Víctima","NO","Vivienda de la Víctima","SI","Sin dato","Femenino","Argentina","Tío","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67201","2021-03-01 05:20:00","Santa Fe","19","Femenino","Víctima","NO","Vivienda de la Víctima","SI","Sin dato","Femenino","Argentina","Tío","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67201","2021-03-01 05:20:00","Santa Fe","19","Femenino","Víctima","NO","Vivienda de la Víctima","SI","Sin dato","Femenino","Argentina","Otro pariente","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67202","2021-03-02 00:25:00","NS/NC","21","Femenino","Familiar","NO","NS/NC","SI","15","Femenino","Argentina","Hermano","NS/NC","NS/NC","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",""
"67203","2021-03-02 05:35:00","Buenos Aires","18","Femenino","Víctima","NO","Vivienda de la Víctima","NO","18","Femenino","Argentina","Padrastro","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"67203","2021-03-02 05:35:00","Buenos Aires","18","Femenino","Víctima","NO","Vivienda de la Víctima","NO","17","Femenino","Argentina","Padrastro","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"67204","2021-03-02 10:30:00","Buenos Aires","19","Femenino","Víctima","NO","Redes Sociales","SI","19","Femenino","Argentina","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"67205","2021-03-02 01:05:00","NS/NC","Sin dato","Ns/Nc","NS/NC","NS/NC","NS/NC","SI","Sin dato","Ns/Nc","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",""
"67206","2021-03-02 10:50:00","Mendoza","Sin dato","Femenino","Hermana/o","SI","NS/NC","NO","18","Femenino","Argentina","Padrastro","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","50"
"67207","2021-03-02 14:30:00","Santa Fe","Sin dato","Ns/Nc","Víctima","NO","NS/NC","SI","Sin dato","Ns/Nc","Argentina","Padre","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67208","2021-03-02 22:25:00","NS/NC","17","Femenino","Víctima","NS/NC","Redes Sociales","SI","17","Femenino","Argentina","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",""
"67209","2021-03-02 07:25:00","NS/NC","Sin dato","Femenino","Madre","NS/NC","Redes Sociales","SI","Sin dato","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",""
"67210","2021-03-02 10:20:00","Buenos Aires","35","Femenino","Otro conocido","NO","Vivienda de la Víctima","SI","13","Femenino","Argentina","Padre","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"67211","2021-03-02 11:40:00","Buenos Aires","42","Femenino","Familiar","NO","Redes Sociales","SI","11","Femenino","Argentina","Desconocido","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"67214","2021-03-02 21:10:00","NS/NC","Sin dato","Masculino","NS/NC","SI","Redes Sociales","SI","14","Femenino","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",""
"67215","2021-03-02 14:40:00","Santa Fe","38","Femenino","Madre","NO","Vivienda de la Víctima","SI","10","Masculino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67216","2021-03-02 15:20:00","CABA","40","Masculino","Padre","NO","Vivienda de la Víctima","SI","15","Femenino","Argentina","Tío","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","02"
"67217","2021-03-02 16:50:00","Mendoza","30","Femenino","Otro conocido","NS/NC","NS/NC","SI","28","Femenino","NS/NC","Tío","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","50"
"67218","2021-03-02 17:45:00","Buenos Aires","30","Femenino","Víctima","NO","Vivienda de la Víctima","SI","30","Femenino","Argentina","Padrastro","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"67219","2021-03-02 18:15:00","Santa Fe","31","Femenino","Víctima","NO","Vivienda de la Víctima","SI","31","Femenino","Argentina","Padre","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","82"
"67221","2021-03-02 18:35:00","Santa Fe","19","Femenino","Víctima","NO","Vivienda de un familiar","SI","19","Femenino","Argentina","Tío","NS/NC","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"67220","2021-03-02 16:30:00","Buenos Aires","41","Femenino","Madre","NO","Vivienda del Agresor","SI","21","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
